total_packets,total_bytes,avg_packet_size,duration,tcp_ratio,udp_ratio,icmp_ratio,packets_per_second,unique_src_ips,unique_dst_ips,tcp_syn_ratio,well_known_ports,high_ports,payload_entropy,fragmented_packets,suspicious_flags,http_requests,dns_queries,tls_handshakes,label
71.93381906052093,4564.319125658317,132.17625398718278,24.030180848313275,0.7421220602172515,0.15845099809375388,0.05489006207259918,3.1793059243759103,3,3,0.559565776980024,4,14,4.420634300636999,0,0,6,2,1,normal
40.411273223023,5484.034973456284,139.17867954393896,4.246069897743168,0.7174684135694909,0.5921946880094202,0.18073599353816347,6.896280706447657,5,4,0.10136611619660892,3,7,7.243505683087879,0,0,3,4,1,normal
51.54204927529894,1817.7240060652637,99.81481077160053,10.402976407040764,0.7933796743525872,0.13737033669796878,0.015163823563999854,14.393269825449039,3,7,0.32235775357775437,5,13,6.47207908057633,0,0,6,4,1,normal
228.15534847080673,22369.907034654905,65.88897588058371,34.96633480657728,0.9443295783575083,0.014637317532904513,0.044701525378135515,33.312040589330174,1,58,0.9507355767066581,22,34,3.506035561595797,0,3,0,0,0,attack
59.49243305479977,4626.174030744006,128.5751883356363,1.6017640738942138,0.6744320968418597,0.09871069349025022,0.06313311321293281,1.450003332733787,4,4,0.15784218223507238,9,17,5.79375842643117,0,0,6,2,1,normal
51.78763747608205,4758.508729111902,113.00245826502237,6.143778165870206,0.7239725541664872,0.2366845617260485,0.03810404333507705,17.194302831185876,1,4,0.3569855294053302,3,7,4.653658150652211,0,0,4,2,2,normal
17.232095936178467,2898.6575612348392,140.20400116418827,28.33280484761484,0.6157784352301796,0.26325019305217257,0.01745041321631521,5.730030782190339,4,2,0.14133001281836213,4,5,6.147305213968445,1,0,2,5,1,normal
143.8016559154235,16012.739191605633,270.22155750485194,42.26092519951255,0.708521010088312,0.31553818772039444,0.04110347053658891,16.004300556165575,1,9,0.7120184226792674,3,15,7.829525688317389,0,3,12,21,9,attack
50.636096120739225,4639.119852759867,102.3245023968374,7.5063417879868695,0.8337241416885965,0.28595081680256146,0.016450551649196128,3.526669949017069,3,3,0.14437958465724,7,14,6.930787440156713,0,0,7,2,0,normal
53.75578421892795,8551.599659789035,104.75764119947222,4.787558863731494,0.7597520754548367,0.045953847779049276,0.10659254197428841,2.818974495103687,3,2,0.2777298945202699,4,13,4.809249629083137,0,0,6,1,1,normal
148.86762946504473,16228.936309057022,239.59532323603497,21.547010010226934,0.8672886745032292,0.311112467599546,0.2073160458321823,10.66490768414837,1,6,0.3640273123314757,4,20,7.600378422053554,4,2,11,14,12,attack
14.318571091119473,7206.143711481076,102.85879357480702,9.408279603462859,0.8803342815189105,0.10909972567330053,0.03134999644449479,22.36844310748767,3,9,0.02531027047942452,4,6,4.240650511216371,0,0,6,3,2,normal
17.13107301377391,3430.72479553687,63.24959058710601,5.631720084048793,0.7513735579028278,0.20823344775885508,0.036405226394378196,10.371892037667326,3,5,0.13041837022325337,6,7,5.637951878424907,1,0,5,3,2,normal
37.637997744924164,6404.308606305881,74.63703448585075,3.377960603154124,0.7652034992222321,0.08477380898546716,0.10194421159015074,21.004788490029803,1,6,0.3213259740475062,8,6,7.439900556356811,0,0,4,2,1,normal
66.30959725446189,5853.799664995608,129.04853698591967,5.055442587378306,0.9266160626961787,0.12354850663247345,0.04025114717110234,14.127458478778028,2,3,0.07382319942976587,4,10,6.466196954705573,0,0,7,1,1,normal
27.342333573692457,7203.383903483592,138.95544851567152,14.918382732762964,0.8700964755930498,0.2960698869732855,0.06312525983942026,3.158800963409276,3,8,0.20266161888651324,7,7,6.8381835057860325,0,0,1,2,5,normal
59.45571737676129,3178.84066312296,116.93919268082148,5.87002988704177,0.7669613381151076,0.14933709743369636,0.06382727572129258,17.12873887513429,4,6,0.19237000972239582,3,11,7.270428622600917,0,0,4,2,1,normal
63.1944394488397,4477.275200865696,113.64774184198097,12.128099504883219,0.924031402340011,0.09021581595743482,0.12353331129723996,6.188201246936119,1,6,0.19739787205833778,1,13,6.507165759215554,0,0,5,2,3,normal
31.102208764459547,2904.0244819892514,129.98839855923103,18.07813254186199,0.7013664858996234,0.24089791821371923,0.003940802639067744,7.753816828494977,3,6,0.1955557508099134,3,13,5.178543424638633,0,0,6,4,2,normal
56.835237985951196,3970.018035665093,77.2271741703452,0.9718578447875926,0.7269432281536405,0.3983819933545553,0.01617253464055018,29.311823133123944,5,4,0.2613409606699187,3,18,5.881649756699043,0,0,10,5,1,normal
29.88265936375457,6510.945909886254,88.33840997972924,2.766464400648383,0.8974874631802082,0.24254804004877992,0.019298104560328624,16.581252349523098,4,4,0.23170381949340405,2,9,7.268027546685326,0,0,4,1,0,normal
42.05006914599588,4800.326178724779,124.87380281293783,3.932514794473072,0.7943116149896648,0.15749603102953538,0.06287266372779034,19.922281885310593,8,4,0.04798397234465803,3,7,6.047364976952782,0,0,3,4,2,normal
132.348852416736,20236.9502431774,47.4900729629247,1.1029779669882869,0.9934659904135448,0.0973183742065722,0.06774321659910974,27.980963096747445,1,54,0.9040663541684214,18,40,1.9823212337960097,0,7,0,0,0,attack
58.24504720232074,6395.055795834922,68.54282595255253,26.376194973239016,0.7543493087903377,0.28999164279465495,0.0179102239902071,11.464911257534524,3,4,0.24624638521255848,3,6,5.231676506303372,0,0,7,3,0,normal
64.6180924460238,5422.72146060799,122.09256226775294,2.1009480337574797,0.7204152131448532,0.1306659763015436,0.03016284559693924,25.586209152109394,2,5,0.35107141667870145,6,14,5.809661320148922,0,0,8,3,5,normal
1131.5285849301256,71359.74848662307,106.22379715966476,4.596438904313941,0.8853239485366838,0.06845302304520912,0.2436394618423239,209.39844525139296,4,1,0.9101542641152438,3,7,1.911646800136459,0,14,0,0,0,attack
33.33229944222609,3412.6273828789417,162.4749068568171,10.553132915045174,0.9941304780886453,0.09782070780748058,0.01742761884456948,0.6365690485260199,4,2,0.09667744235734813,5,13,4.826543340321317,0,0,3,3,4,normal
43.789033507995164,5892.0477949712185,102.54189815500413,15.75005816585676,0.809285833182609,0.10510711379853196,0.008338352198112733,12.043294122151174,2,4,0.41393543798044774,3,14,5.534127057826715,0,0,9,2,4,normal
44.774843770512206,5530.578273656312,67.36900959985081,8.282309737190134,0.7144529650717948,0.36276873007982563,0.04846292864865752,11.473093924375481,3,1,0.182754939064181,3,6,4.582547206147382,0,0,6,5,1,normal
660.3646105411946,88524.96263502135,115.77874218810226,6.910816471646417,0.7282972059782276,0.06618172806427695,0.04987900903396239,452.60470449006027,2,1,0.9972926777668842,2,5,1.5986451575067322,1,11,0,0,0,attack
33.30740470582394,4360.126095780232,71.92054819375151,0.2978329264531473,0.8641599764108912,0.12203213955960435,0.022676574470397847,5.528929624774869,4,5,0.4957505156809073,4,13,7.812731092560387,0,0,3,2,3,normal
175.74891857570995,15759.04714856158,215.30465939062168,114.60316972062978,0.827512053774615,0.36895173228420075,0.24696357785486103,34.76368094204872,1,6,0.2649256118309922,2,17,6.351684455389032,1,8,8,34,6,attack
52.477915701808655,5853.405011704463,73.75579858765894,15.800013956802669,0.6703718584283217,0.26103719350309534,0.002093058383499398,11.823267075588449,2,3,0.24607426980300115,6,15,5.447354226652994,0,0,6,6,3,normal
34.43306790472724,7215.115506182437,81.33617558930833,9.878047824318566,0.7056950819954119,0.6460753982488832,0.07019400830853445,21.536560774857612,2,2,0.0986195121501862,4,7,6.231796709524629,0,0,8,4,1,normal
75.86605467677904,6092.897906651386,96.40379526196735,7.438260929789058,0.6433661111122173,0.06413578304204863,0.015757133480527326,2.4589895969296696,3,1,0.27966231028570016,2,12,5.964911916081659,0,0,7,4,3,normal
250.43981947401127,25298.791681716997,38.487461754109894,0.05732034737227781,0.9725224355304728,0.2804766305104489,0.10614639338218099,41.09087596724166,1,56,0.9147524849320823,14,30,2.65464827241769,0,10,0,0,0,attack
186.49739415596136,26732.04051677212,70.97770837127838,36.75914247904118,0.9135857762286642,0.15791895484653692,0.025406116141243627,24.092562259256063,1,68,0.958828477560651,16,36,3.9651294931760894,0,4,0,0,0,attack
33.618736005685044,3958.269329344365,103.0573277902604,16.65958574245355,0.6392673469675959,0.10915399078199993,0.06466204548747867,10.860772048297282,1,3,0.278715024700762,9,11,6.556871788910717,0,0,4,4,2,normal
32.71531532117296,4579.043781029814,26.0894762828331,4.30103320163978,0.7435056330183921,0.09603099735513841,0.022601189212631323,3.3812697567837136,4,2,0.2619241495528783,5,7,6.575516121544067,0,0,6,2,1,normal
867.69062625436,106601.7575511854,109.36129504568643,0.1369260861301867,0.5721399948996585,0.3583777814146486,0.019661727901984134,103.54983629491267,5,1,0.9943527064139204,0,11,2.0506089772225082,2,6,0,0,0,attack
58.70838587609743,2426.2765264577392,48.46128432312959,1.0941406296788745,0.8982403230177094,0.32405335408849467,0.06113470273152041,4.590075684101534,1,10,0.2083290885968784,7,13,6.181600139129281,0,0,5,5,1,normal
77.883806674142,6361.346865536452,14.66077973951247,7.8395602629054695,0.8188551737975415,0.09963921272837804,0.04449979615239194,23.950698761609196,5,1,0.4243493553581399,2,14,5.757430184111743,0,0,4,4,1,normal
33.06325915823899,3667.8570904111343,79.89706901888526,4.132859684427371,0.7590678943813871,0.49696668293055474,0.007574300648238302,3.9860042926906685,3,3,0.2821718529981735,4,7,5.195367004262096,0,0,5,2,2,normal
32.93793129989045,6584.4731936520375,114.53471371527715,1.6311657805230397,0.6615219717997545,0.11820043609628927,0.03019626169433526,5.658698969737096,3,3,0.30094466852819896,1,12,6.624056731915687,0,0,7,2,1,normal
57.64063676499383,3990.5157270483824,89.3049625421963,1.793884600192942,0.818524994407603,0.26453204305769035,0.01063116813453206,9.178096150571731,5,8,0.12122538180783245,4,9,6.816415593426597,0,0,6,3,2,normal
70.81336877995385,6325.4544965050045,138.94976418961105,3.274590791262533,0.926253861781642,0.09151975025922013,0.09859019862639141,6.6396735870567145,3,3,0.24689215708659318,3,15,6.699252402271458,0,0,6,2,2,normal
56.14553320447277,7420.338461298904,95.91303326779385,12.612027503096176,0.6265741867886266,0.37384660656218954,0.07839963526986599,13.448766573176997,3,2,0.21981556651236045,2,8,5.8116745262969856,0,0,11,0,2,normal
51.479287075585106,3665.8712224713763,86.12445138066064,11.008517874215364,0.8431442082234248,0.5906043761920365,0.01994051911194276,13.54857170381701,2,7,0.13325784074514266,5,6,6.504355102214284,0,0,7,2,4,normal
47.86074564306112,4152.133452017931,110.99625701524936,4.3817787218941895,0.820153769066461,0.13230876400610903,0.0011699924296027053,10.083067723578289,3,5,0.07266948110239052,6,11,5.409899257853423,0,0,9,5,1,normal
49.03792480110511,5493.143615455221,109.6407164635082,8.370551059265525,0.8664628660293091,0.25586853575299895,0.024323419848430568,9.135608604787647,2,4,0.12515291770302914,8,8,5.399026036996639,0,0,7,1,3,normal
28.10946623921818,3561.8182282994435,105.90682638766042,1.5206365475296655,0.9265228820086311,0.27991900835590283,0.05181666140492387,6.122304547418528,4,6,0.12906755827648947,8,5,5.008961034854322,0,0,8,4,2,normal
182.93389215566688,15268.56496594533,182.16375379270266,8.779619735901345,0.4843341745898267,0.2807621805507439,0.1605504587473088,42.8803037991319,1,6,0.4499777745987209,1,25,6.531789779194373,0,5,9,13,9,attack
59.44299378402857,6323.860490840635,117.57589171660472,15.547090682486608,0.8459657081971298,0.08843316813264404,0.06821996318470083,5.99411312271033,1,3,0.13843555974278277,7,10,6.2226072272070905,0,0,4,3,2,normal
40.405976187702876,4285.139149424487,133.8799535388775,2.132929024307371,0.9372706176532821,0.22337159292097886,0.06238657982455499,7.326390851443706,2,3,0.4225704763550867,10,12,7.11212403394827,0,0,1,2,1,normal
40.53260907211901,4629.907733434572,101.40869014344109,1.1450113832879665,0.9601703270812153,0.09945143531423749,0.014056306600092694,9.343210304327625,2,5,0.46627785380378783,9,9,7.055873535597669,0,0,6,2,1,normal
65.27235871473128,4721.231371710879,109.29996949496665,18.59261258341981,0.9208236821300179,0.10973403838811886,0.062239790821033224,7.5249493135712795,3,4,0.2203635057778129,4,9,4.848131615413227,0,0,2,0,2,normal
44.82141761401766,4010.6352631168847,92.65958255594086,13.572787477221183,0.8517196018268259,0.2802117990698281,0.03098302090382231,10.452964279618808,2,4,0.1983428908633975,5,13,5.716984472295588,0,0,9,1,3,normal
55.39303915276803,5479.947786717745,57.79169798460492,9.55948360763483,0.8685396561560812,0.03721604138093838,0.007016935791663614,13.357759914207676,3,3,0.33846043166317114,3,9,5.517686429063697,0,0,8,4,1,normal
55.449900843366976,5276.017504895388,89.85405620009497,0.7757384359912655,0.8394468996195668,0.2888632946516742,0.004268156707294575,7.730416862118422,3,2,0.28448727896640474,7,12,5.310301659956187,0,0,9,3,2,normal
39.06028620255976,4021.932129900215,109.24965515544815,18.586094238939882,0.8332947792976999,0.2719645045824688,0.014390143215947237,14.286259469134128,3,3,0.15012697118512636,7,13,5.965483256291003,0,0,4,0,4,normal
43.98361699248017,2317.7352418629794,97.99398389798576,11.040324072661726,0.7067634350577197,0.10131252655054653,0.08151454986548752,16.799385843045044,5,7,0.04633782674091108,4,6,5.284906030801764,0,0,6,4,0,normal
81.72283578380691,5478.4108856299235,36.49707230311142,2.241534861421979,0.7467705680263266,0.19625997075446847,0.006541770456012357,12.900110258281865,4,3,0.11426171580057358,5,19,5.539280439625324,0,0,8,1,1,normal
62.722443098456516,2731.5589525227288,91.46960927576973,6.283971375424811,0.751067652328398,0.332778708598727,0.1160266409223323,4.779196476982563,4,4,0.24815404519987105,12,10,6.415205823464963,1,0,5,4,2,normal
22.546156843810017,4847.7019575513705,122.76732269216792,14.195890832891578,0.8880715975925794,0.19530020165879336,0.006832776606643431,0.6208502674558002,3,3,0.20620860616355283,7,8,4.545175986554654,0,0,7,1,0,normal
639.2975125677686,88555.8729516074,93.94383147022823,0.49360222667771714,0.6608544952004771,0.10690332917774008,0.06215100033030198,156.16822835772302,4,1,0.9548607467328132,2,5,2.5606464993261295,0,11,0,0,0,attack
76.26775269518193,4941.758409148332,82.16962875971554,13.067368425704425,0.9645766866927658,0.20579658383016083,0.0024928046469860645,2.2066989892290514,1,5,0.15014796429070212,4,6,3.945713426562904,0,0,6,2,3,normal
43.09903415801666,6102.498498149677,86.74446731497072,14.748270231930132,0.6746637064048063,0.16479645843551446,0.15314629947257888,4.846766615383816,2,6,0.05931699336594375,2,8,4.268693190327246,0,0,7,3,2,normal
63.34183103452104,4607.868462756009,138.70679458535372,3.334183913896718,0.7452413590600122,0.052149042037020546,0.05333492782345829,12.153358918029049,1,2,0.25502199508115514,3,12,6.194467287269808,0,0,10,0,1,normal
29.646185442758355,4169.701130354674,76.66041253502912,3.144086521067913,0.702330089146721,0.05695234208720713,0.06026748009194113,9.997547432766542,4,8,0.06099377666320509,4,12,5.947272807805096,0,0,4,2,1,normal
55.3944442315009,4863.763823636958,61.257602011643144,9.977739982010295,0.6657830784932964,0.18505389924496765,0.030678266132519665,28.401455500166456,2,1,0.053826422356441264,4,8,6.794266403444796,0,0,5,1,2,normal
60.8208393579577,3767.8280014331203,68.29746483029255,17.961424779467492,0.7352996904851784,0.1526513879169724,0.09497691536975941,14.963215646055996,7,6,0.4597921094937882,5,17,5.0767143175040905,0,0,4,3,2,normal
154.61191852906964,23591.35909603474,68.22718829281948,36.2582519316917,0.9633135851058616,0.12973418733099001,0.05565027141593336,20.20403701821862,1,68,0.864941463577679,23,24,2.557510499929503,1,4,0,0,0,attack
59.7717207630666,2607.451674565677,82.1353002253214,8.383713881207566,0.6098108234255838,0.3342805016427253,0.030636350675502147,11.061459886388146,6,6,0.17344272457194257,5,13,6.647917588333574,1,0,7,3,0,normal
34.53310208559066,6843.892800358654,111.68941574440746,4.029373414066496,0.860904715291888,0.3292911285625744,0.15803648667185172,4.602100616626197,2,6,0.17770133463100213,6,10,6.084832425656921,0,0,4,3,1,normal
166.2440434240647,11613.73922669736,100.72513725117473,11.738657497685276,0.771907088914483,0.28726349864782225,0.013470551598895934,44.60959414981818,1,4,0.3340846113714504,2,11,6.728866515519589,2,3,8,19,12,attack
